x,y
15.22,91.308
77.52,178.528
2.96,74.144
60.66,154.924
66.5,163.1
72.85,171.99
65.9,162.26
43.44,130.816
11.06,85.484
14.77,90.678
77.52,178.528
47.99,137.186
63.43,158.802
50.26,140.364
95.43,203.602
24.53,104.342
12.87,88.018
63.79,159.306
56.58,149.212
59.1,152.74
99.99,209.986
34.56,118.384
98.83,208.362
7.73,80.822
34.44,118.216
96.37,204.918
50.19,140.266
84.66,188.524
79.01,180.614
99.12,208.768
61.97,156.758
81.93,184.702
36.18,120.652
3.47,74.858
0.07,70.098
82.02,184.828
37.02,121.828
26.83,107.562
87.9,193.06
22.65,101.71
8.8,82.32
53.12,144.368
64.69,160.566
55.56,147.784
98.42,207.788
4.99,76.986
63.23,158.522
56.44,149.016
8.58,82.012
79.38,181.132
55.64,147.896
84.76,188.664
29.21,110.894
18.11,95.354
33.15,116.41
11.3,85.82
83.67,187.138
23.43,102.802
29.59,111.426
19.9,97.86
26.05,106.47
61.05,155.47
6.27,78.778
96.95,205.73
82.78,185.892
73.84,173.376
60.44,154.616
12.67,87.738
2.2,73.08
6.16,78.624
35.28,119.392
83.01,186.214
64.33,160.062
91.72,198.408
72.62,171.668
55.31,147.434
83.52,186.928
1.45,72.03
84.96,188.944
6.85,79.59
89.95,195.93
57.41,150.374
6.13,78.582
78.33,179.662
65.15,161.21
19.1,96.74
17.43,94.402
60.92,155.288
69.37,167.118
7.71,80.794
38.81,124.334
18.31,95.634
41.05,127.47
29.84,111.776
27.65,108.71
11.74,86.436
72.14,170.996
59.92,153.888
20.59,98.826
73.54,172.956
25.04,105.056
21.44,100.016
8.3,81.62
38.27,123.578
76.73,177.422
13.41,88.774
9.77,83.678
31.79,114.506
11.63,86.282
81.1,183.54
32.88,116.032
83.66,187.124
42.84,129.976
92.23,199.122
56.62,149.268
21.57,100.198
28.42,109.788
78.49,179.886
34.76,118.664
95.65,203.91
48.99,138.586
22.97,102.158
96.82,205.548
55.42,147.588
59.22,152.908
41.66,128.324
77.91,179.074
12.14,86.996
91.24,197.736
46.22,134.708
98.54,207.956
46.98,135.772
60.09,154.126
67.83,164.962
41.09,127.526
70.1,168.14
36.99,121.786
10.72,85.008
50.06,140.084
18.39,95.746
26.53,107.142
76.65,177.31
0.02,70.028
37.56,122.584
91.48,198.072
0.31,70.434
93.2,200.48
6.94,79.716
85.38,189.532
90.74,197.036
83.8,187.32
39.34,125.076
95.49,203.686
77.55,178.57
33.05,116.27
4.28,75.992
95.89,204.246
36.18,120.652
94.88,202.832
5.18,77.252
24.04,103.656
50.93,141.302
11.82,86.548
4.55,76.37
71.87,170.618
1.64,72.296
86.64,191.296
76.78,177.492
17.94,95.116
41.81,128.534
89.21,194.894
75.89,176.246
90.73,197.022
45.39,133.546
61.07,155.498
7.53,80.542
26.32,106.848
89.44,195.216
79.85,181.79
55.91,148.274
89.47,195.258
88.09,193.326
87.63,192.682
24.43,104.202
49.28,138.992
86.49,191.086
93.79,201.306
93.25,200.55
59.55,153.37
9.24,82.936
73.82,173.348
76.07,176.498
77.44,178.416
87.01,191.814
72.52,171.528
21.77,100.478
47.74,136.836
17.34,94.276
39.75,125.65
84.78,188.692
62.57,157.598
70.2,168.28
7.08,79.912
60.33,154.462
29.9,111.86
41.82,128.548
38.27,123.578
9.6,83.44
84.69,188.566
97.64,206.696
73.96,173.544
11.68,86.352
31.64,114.296
44.12,131.768
29.91,111.874
62.85,157.99
65.55,161.77
78.66,180.124
71.06,169.484
71.17,169.638
12.49,87.486
62.47,157.458
5.52,77.728
19.39,97.146
90.73,197.022
46.94,135.716
35.3,119.42
25.31,105.434
29.29,111.006
79.68,181.552
65.64,161.896
81.97,184.758
58.68,152.152
37.35,122.29
81.31,183.834
10.82,85.148
72.19,171.066
96.81,205.534
37.82,122.948
26.02,106.428
49.68,139.552
63.61,159.054
78.45,179.83
28.06,109.284
29.49,111.286
38.73,124.222
66.67,163.338
4.14,75.796
75.01,175.014
12.38,87.332
64.06,159.684
77.44,178.416
30.67,112.938
30.38,112.532
98.17,207.438
72.62,171.668
18.8,96.32
56.99,149.786
80.45,182.63
43.87,131.418
10.95,85.33
8.13,81.382
96.47,205.058
57.99,151.186
29.81,111.734
7.69,80.766
60.75,155.05
61.26,155.764
29.91,111.874
72.81,171.934
97.22,206.108
16.1,92.54
45.22,133.308
59.9,153.86
50.86,141.204
40.09,126.126
38.69,124.166
38.22,123.508
82.85,185.99
44.59,132.426
6.39,78.946
53.02,144.228
67.1,163.94
87.17,192.038
61.46,156.044
79.66,181.524
40.28,126.392
81.76,184.464
10.26,84.364
14.58,90.412
85.3,189.42
64.06,159.684
5.55,77.77
96.97,205.758
92.22,199.108
42.45,129.43
30.79,113.106
4.25,75.95
47.15,136.01
35.87,120.218
81.62,184.268
42.46,129.444
66.69,163.366
33.21,116.494
23.42,102.788
99.3,209.02
19.15,96.81
17.74,94.836
87.9,193.06
47.01,135.814
78.63,180.082
92.38,199.332
72.75,171.85
79.92,181.888
21.94,100.716
55.51,147.714
27.08,107.912
12.83,87.962
48.22,137.508
35.64,119.896
59.9,153.86
50.05,140.07
0.23,70.322
66.03,162.442
42.67,129.738
37.78,122.892
3.06,74.284
53.8,145.32
9.78,83.692
94.94,202.916
31.69,114.366
70.5,168.7
5.52,77.728
0.93,71.302
68.12,165.368
6.86,79.604
4.6,76.44
72.98,172.172
58.59,152.026
40.21,126.294
12.51,87.514
31.12,113.568
75.68,175.952
74.02,173.628
5.61,77.854
82.39,185.346
28.07,109.298
71.22,169.708
44.22,131.908
72.03,170.842
45.88,134.232
76.37,176.918
29.19,110.866
63.46,158.844
49.44,139.216
81.71,184.394
83.34,186.676
38.88,124.432
86.01,190.414
51.32,141.848
86.82,191.548
70.02,168.028
26.43,107.002
34.48,118.272
30.41,112.574
24.77,104.678
8.14,81.396
18.88,96.432
26.9,107.66
94.43,202.202
24.45,104.23
56.07,148.498
66.96,163.744
93.78,201.292
75.18,175.252
18.22,95.508
97.7,206.78
34.25,117.95
12.16,87.024
88.48,193.872
81.58,184.212
81.96,184.744
50.13,140.182
44.2,131.88
52.84,143.976
17.3,94.22
53.6,145.04
32.01,114.814
72.56,171.584
19.15,96.81
78.26,179.564
9.84,83.776
2.48,73.472
50.84,141.176
90.65,196.91
35.58,119.812
72.54,171.556
54.39,146.146
44.15,131.81
74.88,174.832
86.66,191.324
17.79,94.906
54.84,146.776
99.1,208.74
93.02,200.228
23.52,102.928
19.56,97.384
24.03,103.642
11.73,86.422
3.82,75.348
61.92,156.688
77.02,177.828
91.29,197.806
98.09,207.326
0.49,70.686
75.44,175.616
4.32,76.048
79.99,181.986
13.43,88.802
44.44,132.216
25.03,105.042
71.95,170.73
78.51,179.914
3.43,74.802
55.28,147.392
88.77,194.278
15.43,91.602
99.09,208.726
79.77,181.678
52.73,143.822
52.4,143.36
37.24,122.136
31.9,114.66
68.13,165.382
70.63,168.882
55.84,148.176
39.95,125.93
6.84,79.576
66.47,163.058
20.53,98.742
82.22,185.108
23.74,103.236
77.83,178.962
11.29,85.806
49.15,138.81
52.54,143.556
93.36,200.704
51.35,141.89
28.56,109.984
78.27,179.578
0.25,70.35
59.93,153.902
8.58,82.012
74.24,173.936
51.22,141.708
24.91,104.874
87.07,191.898
52.25,143.15
91.43,198.002
8.1,81.34
94.97,202.958
88.81,194.334
88.45,193.83
21.6,100.24
70.62,168.868
99.65,209.51
73.32,172.648
13.18,88.452
37.26,122.164
79.15,180.81
20.05,98.07
33.64,117.096
21.84,100.576
49.12,138.768
52.57,143.598
42.43,129.402
22.54,101.556
82.51,185.514
77.64,178.696
32.25,115.15
10.77,85.078
71.34,169.876
60.85,155.19
22.68,101.752
30.62,112.868
81.9,184.66
10.22,84.308
26.58,107.212
43.66,131.124
90.69,196.966
12.64,87.696
85.9,190.26
18.03,95.242
84.49,188.286
87.51,192.514
92.5,199.5
51.99,142.786
45.16,133.224
71.4,169.96
58.36,151.704
76.06,176.484
42.17,129.038
2.57,73.598
11.44,86.016
71.09,169.526
88.92,194.488
92.79,199.906
90.72,197.008
66.11,162.554
2.33,73.262
76.26,176.764
76.52,177.128
70.31,168.434
52.77,143.878
99.59,209.426
8.16,81.424
99.29,209.006
25,105
13.45,88.83
17.35,94.29
4.16,75.824
86.57,191.198
88.57,193.998
67.96,165.144
72.36,171.304
10.95,85.33
78.45,179.83
71.69,170.366
82.78,185.892
80.14,182.196
60.33,154.462
9.44,83.216
68.21,165.494
30.78,113.092
38.74,124.236
19.52,97.328
49.03,138.642
76.01,176.414
71.08,169.512
49.97,139.958
75.15,175.21
5.2,77.28
97.13,205.982
87.18,192.052
42.7,129.78
62.98,158.172
96.09,204.526
90.77,197.078
71.68,170.352
15.67,91.938
95.37,203.518
40.64,126.896
22.64,101.696
30.22,112.308
18.96,96.544
56.47,149.058
36.53,121.142
13.11,88.354
32.04,114.856
72.49,171.486
54.33,146.062
13.54,88.956
14.77,90.678
24.09,103.726
32.43,115.402
3.82,75.348
81.1,183.54
45.39,133.546
57.29,150.206
76.1,176.54
7.74,80.836
48.95,138.53
40.07,126.098
81.91,184.674
64.47,160.258
70.83,169.162
7.05,79.87
36.46,121.044
32.53,115.542
32.88,116.032
6.62,79.268
28.87,110.418
37.36,122.304
72.25,171.15
81.47,184.058
4.2,75.88
98.64,208.096
46.61,135.254
45.38,133.532
95.41,203.574
66.63,163.282
98.96,208.544
77.6,178.64
39.53,125.342
73.29,172.606
87.99,193.186
34.35,118.09
33.3,116.62
29.29,111.006
89.99,195.986
3.9,75.46
2.74,73.836
74.07,173.698
59.6,153.44
83.19,186.466
33.14,116.396
71.18,169.652
59.1,152.74
14.88,90.832
46.36,134.904
97.68,206.752
47.91,137.074
94.43,202.202
25.13,105.182
30.66,112.924
47.36,136.304
20.03,98.042
38.53,123.942
53.29,144.606
77.72,178.808
23.42,102.788
96.85,205.59
8.49,81.886
71.67,170.338
84.22,187.908
35.25,119.35
74,173.6
32.42,115.388
88.91,194.474
88.11,193.354
60.49,154.686
63.94,159.516
95.21,203.294
2.14,72.996
2.33,73.262
24.38,104.132
87.11,191.954
37.16,122.024
81.57,184.198
49.26,138.964
54.72,146.608
65.82,162.148
10.93,85.302
71.92,170.688
12.67,87.738
67.35,164.29
86.25,190.75
97.89,207.046
40.63,126.882
73.87,173.418
